Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/01 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
 01/12 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,11,12,15,19,25,35,50,39
(11.00;1.89)=,9,10,12,14,18,24,36,59,117,207
(11.00;2.78)=,10,11,13,16,21,30,48,87,203,474
(11.00;3.67)=,10,12,14,18,24,35,58,109,256,559
(11.00;4.56)=,10,12,15,19,26,38,64,121,277,570
(11.00;5.44)=,11,12,15,19,26,39,66,125,282,570
(11.00;6.33)=,10,12,15,19,26,38,64,119,272,565
(11.00;7.22)=,10,12,14,18,24,35,57,104,236,517
(11.00;8.11)=,10,11,14,17,22,30,46,78,160,291
(11.00;9.00)=,10,11,13,15,19,24,34,51,79,69
 01/12 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,10,11,12,14,17,22,29,40,58,45
(11.00;1.89)=,11,12,14,17,21,28,41,68,135,238
(11.00;2.78)=,11,13,15,19,24,35,55,101,233,546
(11.00;3.67)=,12,14,16,21,28,40,67,126,295,645
(11.00;4.56)=,12,14,17,22,30,44,74,140,320,659
(11.00;5.44)=,12,14,17,22,31,46,76,144,325,659
(11.00;6.33)=,12,14,17,22,30,44,74,138,314,653
(11.00;7.22)=,12,14,17,21,28,41,66,121,274,598
(11.00;8.11)=,12,13,16,20,25,35,54,91,186,339
(11.00;9.00)=,11,13,15,18,22,29,40,60,93,82
 01/12 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,16,18,20,24,30,39,52,72,56
(11.00;1.89)=,15,17,20,23,29,39,55,89,167,278
(11.00;2.78)=,16,18,21,26,34,49,75,133,295,669
(11.00;3.67)=,17,19,23,29,39,57,91,169,382,818
(11.00;4.56)=,17,20,24,31,43,63,103,191,422,843
(11.00;5.44)=,18,21,25,32,44,66,107,199,433,846
(11.00;6.33)=,18,21,25,32,44,65,105,193,422,838
(11.00;7.22)=,17,20,25,31,42,61,96,172,374,774
(11.00;8.11)=,17,20,23,29,38,53,80,135,267,472
(11.00;9.00)=,16,19,22,26,33,44,62,92,144,132
 01/12 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,18,21,24,28,35,44,55,73,95,73
(11.00;1.89)=,19,22,26,32,41,55,74,112,186,269
(11.00;2.78)=,20,23,28,35,47,66,93,154,289,547
(11.00;3.67)=,21,24,30,38,51,74,108,186,362,676
(11.00;4.56)=,21,25,31,39,54,79,118,205,399,707
(11.00;5.44)=,21,25,31,40,54,81,120,210,408,712
(11.00;6.33)=,21,25,30,39,53,77,115,200,392,699
(11.00;7.22)=,21,24,29,37,49,70,102,174,337,625
(11.00;8.11)=,20,23,27,34,44,61,85,136,241,381
(11.00;9.00)=,19,22,25,30,38,50,66,96,142,136
 01/12 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,18,21,26,32,41,51,68,89,67
(11.00;1.89)=,17,20,23,29,37,51,69,105,173,249
(11.00;2.78)=,18,21,25,32,43,61,86,141,261,473
(11.00;3.67)=,18,22,27,34,46,68,98,167,316,561
(11.00;4.56)=,19,22,27,35,48,71,105,180,341,581
(11.00;5.44)=,18,22,27,35,48,71,105,181,344,583
(11.00;6.33)=,18,21,26,34,46,67,98,169,326,571
(11.00;7.22)=,17,20,25,31,42,59,85,143,273,501
(11.00;8.11)=,17,19,23,28,36,50,68,107,184,280
(11.00;9.00)=,16,18,21,25,31,40,52,72,102,92
 01/12 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,10,12,15,19,25,33,45,35
(11.00;1.89)=,8,10,11,14,18,25,34,53,93,144
(11.00;2.78)=,9,10,12,16,21,30,44,75,149,296
(11.00;3.67)=,9,11,13,17,23,34,51,90,183,348
(11.00;4.56)=,9,11,14,18,25,36,56,98,197,358
(11.00;5.44)=,9,11,14,18,25,37,56,99,199,358
(11.00;6.33)=,9,11,13,17,24,35,53,94,190,353
(11.00;7.22)=,9,10,13,16,22,31,46,80,162,314
(11.00;8.11)=,9,10,12,15,19,26,37,60,109,176
(11.00;9.00)=,8,9,11,13,16,21,28,39,57,49
 01/12 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,3,3,4,5,7,9,12,9
(11.00;1.89)=,2,2,3,4,5,7,9,15,25,36
(11.00;2.78)=,2,3,3,4,6,8,12,20,38,69
(11.00;3.67)=,2,3,3,5,6,9,14,23,45,80
(11.00;4.56)=,2,3,4,5,7,10,15,25,48,82
(11.00;5.44)=,2,3,4,5,6,10,14,25,48,82
(11.00;6.33)=,2,3,3,4,6,9,13,23,45,80
(11.00;7.22)=,2,3,3,4,5,8,11,19,37,70
(11.00;8.11)=,2,2,3,4,5,6,9,14,24,36
(11.00;9.00)=,2,2,3,3,4,5,6,9,12,10
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/13 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,11,12,14,17,20,24,29,22
(11.00;1.89)=,10,11,12,14,17,22,29,42,66,92
(11.00;2.78)=,10,12,14,17,22,30,42,71,140,457
(11.00;3.67)=,11,13,16,20,27,40,60,109,385,533
(11.00;4.56)=,12,14,18,23,33,51,244,303,413,542
(11.00;5.44)=,13,16,20,27,39,226,254,313,419,542
(11.00;6.33)=,14,17,22,30,208,229,257,312,415,539
(11.00;7.22)=,15,18,188,196,209,228,253,303,397,519
(11.00;8.11)=,15,19,189,196,206,223,244,284,352,417
(11.00;9.00)=,16,19,188,194,203,216,229,252,271,58
 01/13 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,44,46,49,52,57,65,73,85,99,77
(11.00;1.89)=,46,49,53,59,68,83,102,141,217,296
(11.00;2.78)=,49,53,59,68,83,109,149,243,484,2136
(11.00;3.67)=,52,57,66,79,102,143,211,382,1863,4088
(11.00;4.56)=,55,62,73,91,122,181,1334,1556,3562,4130
(11.00;5.44)=,59,68,81,104,143,1272,1380,1610,3599,4133
(11.00;6.33)=,62,72,88,115,1214,1289,1398,1620,3595,4125
(11.00;7.22)=,65,77,1149,1176,1219,1291,1393,1597,3546,4071
(11.00;8.11)=,67,79,1151,1176,1215,1279,1366,1536,3398,3732
(11.00;9.00)=,68,79,1150,1172,1204,1254,1318,1424,3096,1860
 01/13 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,10,11,12,13,15,18,23,30,40,31
(11.00;1.89)=,11,12,13,15,18,24,33,51,93,153
(11.00;2.78)=,11,12,14,17,22,30,45,79,174,404
(11.00;3.67)=,12,13,16,19,25,36,58,107,245,1142
(11.00;4.56)=,12,14,17,21,29,42,68,128,796,1047
(11.00;5.44)=,13,15,18,23,31,46,75,138,805,1047
(11.00;6.33)=,13,15,18,23,32,47,76,137,800,1043
(11.00;7.22)=,13,15,18,23,32,46,72,126,773,1010
(11.00;8.11)=,13,15,18,23,30,42,63,104,712,840
(11.00;9.00)=,13,15,17,21,27,36,51,75,630,605
 01/13 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,8,9,11,13,16,22,31,44,35
(11.00;1.89)=,8,9,10,12,16,21,31,52,103,184
(11.00;2.78)=,8,10,11,14,18,26,42,76,178,415
(11.00;3.67)=,9,10,12,15,21,30,50,95,223,496
(11.00;4.56)=,9,11,13,16,22,33,56,105,241,496
(11.00;5.44)=,9,11,13,17,23,34,57,108,244,497
(11.00;6.33)=,9,11,13,16,22,33,55,103,236,492
(11.00;7.22)=,9,10,12,16,21,30,49,90,204,449
(11.00;8.11)=,9,10,12,14,19,26,40,67,138,251
(11.00;9.00)=,8,9,11,13,16,21,29,43,68,59
 01/13 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,17,19,22,26,33,43,59,82,63
(11.00;1.89)=,17,19,21,26,32,43,62,101,197,341
(11.00;2.78)=,18,20,24,29,38,54,85,154,354,826
(11.00;3.67)=,18,21,26,32,43,63,104,196,457,996
(11.00;4.56)=,19,22,27,35,47,70,117,221,501,1021
(11.00;5.44)=,19,23,28,36,49,73,122,229,512,1023
(11.00;6.33)=,20,23,28,36,49,72,119,222,498,1014
(11.00;7.22)=,19,22,27,34,46,67,108,197,441,938
(11.00;8.11)=,19,22,26,32,42,58,89,152,309,558
(11.00;9.00)=,18,20,24,29,36,48,68,101,159,142
 01/13 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,15,16,18,21,25,31,39,54,74,57
(11.00;1.89)=,16,17,20,24,30,40,57,92,175,295
(11.00;2.78)=,17,19,22,27,36,50,77,139,314,722
(11.00;3.67)=,17,20,24,30,41,59,96,178,409,882
(11.00;4.56)=,18,21,25,33,44,66,108,202,451,907
(11.00;5.44)=,18,21,26,34,46,69,113,210,462,910
(11.00;6.33)=,18,22,26,34,46,68,111,205,451,902
(11.00;7.22)=,18,21,26,33,44,64,101,183,401,836
(11.00;8.11)=,18,21,24,30,40,56,84,143,286,509
(11.00;9.00)=,17,20,23,28,35,46,65,97,152,138
 01/13 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,17,19,22,25,31,39,49,66,87,67
(11.00;1.89)=,18,20,24,29,37,50,68,105,181,276
(11.00;2.78)=,19,22,26,32,43,60,88,149,300,616
(11.00;3.67)=,20,23,28,35,48,69,105,185,384,762
(11.00;4.56)=,20,24,29,37,51,75,116,207,424,792
(11.00;5.44)=,20,24,29,38,52,78,120,214,435,796
(11.00;6.33)=,20,24,29,37,51,75,116,206,421,785
(11.00;7.22)=,20,23,28,36,48,69,104,182,369,714
(11.00;8.11)=,19,22,27,33,43,60,87,142,265,441
(11.00;9.00)=,19,21,25,30,38,50,68,99,150,141
 01/13 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,15,17,19,23,28,36,45,61,80,61
(11.00;1.89)=,15,18,21,26,33,45,61,95,160,238
(11.00;2.78)=,16,19,23,29,38,54,78,130,250,477
(11.00;3.67)=,17,20,24,31,42,61,91,157,308,570
(11.00;4.56)=,17,20,25,32,44,65,98,170,333,589
(11.00;5.44)=,17,20,25,32,44,66,99,173,338,592
(11.00;6.33)=,17,20,24,31,42,62,93,163,322,581
(11.00;7.22)=,16,19,23,29,39,56,82,139,274,516
(11.00;8.11)=,15,18,21,26,34,47,66,105,187,296
(11.00;9.00)=,15,17,19,23,29,38,50,71,102,92
 01/13 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,12,14,17,22,28,35,47,61,45
(11.00;1.89)=,11,13,16,20,26,35,47,73,120,171
(11.00;2.78)=,12,14,17,22,29,42,59,97,178,310
(11.00;3.67)=,12,14,18,23,32,47,67,113,209,354
(11.00;4.56)=,12,14,18,24,33,49,71,120,221,363
(11.00;5.44)=,12,14,18,23,32,48,70,119,221,364
(11.00;6.33)=,12,14,17,22,30,44,64,109,207,356
(11.00;7.22)=,11,13,16,20,27,38,54,90,169,307
(11.00;8.11)=,10,12,14,18,23,31,42,64,107,156
(11.00;9.00)=,10,11,13,15,19,24,30,41,55,45
 01/13 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,3,3,4,6,7,9,12,9
(11.00;1.89)=,2,3,3,4,5,7,10,15,24,35
(11.00;2.78)=,2,3,3,4,6,8,12,20,36,62
(11.00;3.67)=,2,3,3,5,6,9,14,23,42,70
(11.00;4.56)=,2,3,4,5,6,10,14,24,44,71
(11.00;5.44)=,2,3,3,5,6,9,14,24,44,71
(11.00;6.33)=,2,3,3,4,6,9,13,22,41,70
(11.00;7.22)=,2,2,3,4,5,7,11,18,33,60
(11.00;8.11)=,2,2,3,3,4,6,8,12,20,29
(11.00;9.00)=,2,2,2,3,3,4,6,7,10,8
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/14 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,11,12,14,17,20,25,30,22
(11.00;1.89)=,10,11,12,15,18,23,30,43,68,93
(11.00;2.78)=,11,12,14,17,22,31,44,73,143,464
(11.00;3.67)=,12,13,16,20,28,41,61,111,392,538
(11.00;4.56)=,12,15,18,24,34,52,249,310,420,547
(11.00;5.44)=,13,16,20,27,39,231,260,320,426,548
(11.00;6.33)=,14,17,22,30,213,235,262,319,421,544
(11.00;7.22)=,15,19,193,201,213,233,258,309,403,523
(11.00;8.11)=,16,19,193,201,211,228,249,289,357,421
(11.00;9.00)=,16,19,193,199,207,220,234,257,275,57
 01/14 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,47,49,52,56,62,70,80,95,111,86
(11.00;1.89)=,49,53,57,64,74,90,112,157,245,341
(11.00;2.78)=,52,57,63,73,90,118,162,267,536,2279
(11.00;3.67)=,56,62,71,85,109,154,228,414,1961,4395
(11.00;4.56)=,59,67,79,98,131,194,1380,1619,3803,4440
(11.00;5.44)=,63,72,87,111,152,1311,1428,1676,3842,4443
(11.00;6.33)=,66,77,94,122,1250,1329,1446,1684,3836,4434
(11.00;7.22)=,69,81,1180,1209,1254,1330,1439,1658,3780,4370
(11.00;8.11)=,71,84,1182,1209,1250,1316,1409,1590,3612,3980
(11.00;9.00)=,72,84,1180,1204,1238,1290,1357,1469,3287,2017
 01/14 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,24,25,28,31,36,43,54,69,90,67
(11.00;1.89)=,25,27,31,36,44,56,78,120,217,346
(11.00;2.78)=,26,30,34,41,52,72,108,189,416,955
(11.00;3.67)=,28,32,37,46,61,87,138,255,581,2976
(11.00;4.56)=,29,33,40,50,68,100,162,303,1725,2318
(11.00;5.44)=,30,35,42,54,73,109,176,325,1747,2320
(11.00;6.33)=,31,36,43,55,75,111,179,323,1736,2312
(11.00;7.22)=,31,36,43,55,74,107,168,296,1676,2240
(11.00;8.11)=,31,35,42,53,69,97,145,242,1527,1842
(11.00;9.00)=,30,34,40,49,62,83,116,172,1327,1277
 01/14 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,12,13,14,16,19,24,32,44,62,48
(11.00;1.89)=,12,14,16,19,24,32,46,76,149,258
(11.00;2.78)=,13,15,17,21,28,40,63,114,263,614
(11.00;3.67)=,14,16,19,24,32,47,77,145,338,880
(11.00;4.56)=,14,16,20,25,35,51,86,162,368,749
(11.00;5.44)=,14,17,20,26,36,53,89,167,375,750
(11.00;6.33)=,14,17,20,26,35,52,87,162,364,744
(11.00;7.22)=,14,16,20,25,33,48,78,142,320,685
(11.00;8.11)=,14,16,19,23,30,42,64,109,221,399
(11.00;9.00)=,13,15,17,21,26,34,48,71,112,98
 01/14 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,13,15,16,19,22,28,37,51,72,56
(11.00;1.89)=,14,16,18,22,27,36,53,87,171,299
(11.00;2.78)=,15,17,20,25,32,45,72,131,303,709
(11.00;3.67)=,16,18,22,27,37,54,88,166,388,848
(11.00;4.56)=,16,19,23,29,40,59,99,186,424,867
(11.00;5.44)=,16,19,23,30,41,61,103,193,432,868
(11.00;6.33)=,16,19,23,30,41,60,100,186,420,861
(11.00;7.22)=,16,19,23,29,38,56,90,164,369,793
(11.00;8.11)=,16,18,21,27,35,48,74,126,255,463
(11.00;9.00)=,15,17,20,24,30,39,56,83,130,115
 01/14 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,10,12,14,17,23,31,44,35
(11.00;1.89)=,9,10,11,13,17,22,33,53,104,182
(11.00;2.78)=,9,11,12,15,20,28,44,80,184,427
(11.00;3.67)=,10,11,13,17,23,33,54,101,235,511
(11.00;4.56)=,10,12,14,18,24,36,60,113,256,524
(11.00;5.44)=,10,12,14,19,25,38,62,117,262,525
(11.00;6.33)=,10,12,14,18,25,37,61,113,254,520
(11.00;7.22)=,10,12,14,18,24,34,55,100,223,478
(11.00;8.11)=,10,11,13,16,21,30,45,77,155,279
(11.00;9.00)=,9,11,12,15,19,24,34,51,80,71
 01/14 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,15,16,19,21,26,32,41,54,73,56
(11.00;1.89)=,16,18,21,25,31,41,57,90,162,257
(11.00;2.78)=,17,19,22,28,36,51,76,133,281,610
(11.00;3.67)=,17,20,24,31,41,60,93,168,365,752
(11.00;4.56)=,18,21,25,33,45,66,104,189,403,778
(11.00;5.44)=,18,21,26,34,46,68,108,197,414,781
(11.00;6.33)=,18,21,26,33,46,67,106,191,403,773
(11.00;7.22)=,18,21,25,32,43,62,96,170,357,711
(11.00;8.11)=,17,20,24,30,39,55,81,134,257,441
(11.00;9.00)=,17,19,22,27,34,45,62,92,142,131
 01/14 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,19,21,26,32,41,51,68,89,67
(11.00;1.89)=,17,20,24,29,37,51,68,105,173,250
(11.00;2.78)=,18,21,25,32,43,61,86,141,262,476
(11.00;3.67)=,18,22,27,34,46,68,98,167,317,563
(11.00;4.56)=,19,22,27,35,48,71,105,180,341,583
(11.00;5.44)=,19,22,27,35,48,71,105,181,345,585
(11.00;6.33)=,18,21,26,34,46,67,98,169,326,573
(11.00;7.22)=,18,20,25,31,42,59,85,143,273,503
(11.00;8.11)=,17,19,23,28,36,50,68,107,184,281
(11.00;9.00)=,16,18,21,25,31,40,51,72,101,91
 01/14 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,12,14,17,22,28,37,48,36
(11.00;1.89)=,9,11,13,16,20,28,38,57,94,133
(11.00;2.78)=,10,11,14,17,23,33,46,76,138,238
(11.00;3.67)=,10,12,14,18,25,37,52,88,161,270
(11.00;4.56)=,10,12,14,19,26,38,55,93,170,277
(11.00;5.44)=,10,12,14,18,25,37,54,92,169,277
(11.00;6.33)=,9,11,14,17,23,34,49,84,158,271
(11.00;7.22)=,9,10,13,16,21,30,42,69,128,233
(11.00;8.11)=,9,10,11,14,18,24,32,49,80,117
(11.00;9.00)=,8,9,10,12,15,19,23,31,41,34
 01/14 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,2,3,3,4,6,7,10,7
(11.00;1.89)=,2,2,2,3,4,6,8,12,19,27
(11.00;2.78)=,2,2,3,3,5,7,9,15,28,49
(11.00;3.67)=,2,2,3,4,5,7,11,18,33,55
(11.00;4.56)=,2,2,3,4,5,8,11,19,34,56
(11.00;5.44)=,2,2,3,4,5,7,11,19,34,56
(11.00;6.33)=,2,2,3,3,5,7,10,17,32,55
(11.00;7.22)=,2,2,2,3,4,6,8,14,26,47
(11.00;8.11)=,2,2,2,3,3,5,6,10,16,23
(11.00;9.00)=,1,2,2,2,3,4,4,6,8,6
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/15 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,9,10,10,11,12,14,16,19,23,18
(11.00;1.89)=,9,10,11,12,14,17,21,29,44,58
(11.00;2.78)=,10,11,12,14,16,21,28,43,79,518
(11.00;3.67)=,10,11,13,15,19,26,36,60,480,551
(11.00;4.56)=,11,12,14,16,21,30,411,440,492,555
(11.00;5.44)=,11,12,14,18,23,402,415,443,494,555
(11.00;6.33)=,11,13,15,19,393,402,415,442,491,553
(11.00;7.22)=,11,13,383,387,392,401,412,436,480,540
(11.00;8.11)=,12,13,383,386,391,398,407,425,456,484
(11.00;9.00)=,12,13,383,385,389,395,400,410,418,31
 01/15 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,58,59,61,64,68,73,79,88,97,82
(11.00;1.89)=,59,62,65,69,75,86,99,126,175,223
(11.00;2.78)=,61,64,68,75,85,104,130,194,351,2659
(11.00;3.67)=,63,67,73,82,98,126,172,286,2490,6235
(11.00;4.56)=,66,71,78,90,112,151,2135,2286,5884,6267
(11.00;5.44)=,68,74,83,98,125,2093,2167,2325,5912,6269
(11.00;6.33)=,70,77,88,105,2054,2105,2179,2332,5909,6262
(11.00;7.22)=,72,80,2010,2029,2058,2106,2176,2317,5876,6226
(11.00;8.11)=,73,81,2011,2029,2055,2098,2158,2276,5778,6007
(11.00;9.00)=,74,81,2010,2025,2048,2082,2126,2201,5579,3539
 01/15 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,49,51,55,59,65,73,83,98,115,92
(11.00;1.89)=,51,54,59,65,75,91,112,155,238,329
(11.00;2.78)=,54,58,64,73,88,114,155,250,497,1150
(11.00;3.67)=,56,62,70,82,104,143,208,372,824,9592
(11.00;4.56)=,59,65,76,92,120,172,263,486,5048,5867
(11.00;5.44)=,61,69,81,101,135,198,307,555,5115,5871
(11.00;6.33)=,64,73,86,108,146,214,330,575,5119,5861
(11.00;7.22)=,66,75,89,113,151,218,329,558,5069,5798
(11.00;8.11)=,67,76,91,113,149,210,307,500,4919,5439
(11.00;9.00)=,67,76,90,110,141,190,266,398,4630,4537
 01/15 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,25,27,30,34,39,48,60,78,102,76
(11.00;1.89)=,26,29,33,39,48,62,87,136,249,400
(11.00;2.78)=,28,31,37,45,57,80,121,214,475,1100
(11.00;3.67)=,29,34,40,50,67,96,154,286,653,3093
(11.00;4.56)=,31,36,43,55,74,110,178,334,743,1475
(11.00;5.44)=,32,37,45,58,79,118,192,356,772,1479
(11.00;6.33)=,32,38,46,59,81,120,194,355,763,1469
(11.00;7.22)=,32,37,45,58,78,114,181,325,695,1385
(11.00;8.11)=,32,37,44,55,73,103,156,264,523,922
(11.00;9.00)=,31,35,42,51,65,87,124,187,298,279
